time,ClgPct,ClgStg01Cmd,ClgStg02Cmd,EffRmSp,ExhAirDmprFbk,HtgPct,HtgStg01Cmd,HtgStg02Cmd,MixAirTemp,OccCmd,OccStatus,OutAirDmprFbk,OutAirHum,OutAirTemp,RmSp,RmTemp,SuplFanSpd,SuplFanStatus,UnoccClgSp,UnoccHtgSp,oppMode,ClgPct_outlier,HtgPct_outlier,OutAirTemp_outlier,RmTemp_outlier,SuplFanSpd_outlier
2025-01-28 16:15:00,0.0,1.0,1.0,68.2,52.0,0.0,1.0,1.0,63.5,1.0,1.0,0.0,31.0,53.36666667,70.0,69.4,100.0,2.0,80.0,60.0,0,False,False,False,False,False
2025-01-28 16:30:00,0.0,1.0,1.0,68.2,52.0,0.0,1.0,1.0,63.66666667,1.0,1.0,0.0,31.0,54.23333333,70.0,69.4,100.0,2.0,80.0,60.0,0,False,False,False,False,False
2025-01-28 16:45:00,0.0,1.0,1.0,68.2,52.0,0.0,1.0,1.0,63.86666667,1.0,1.0,0.0,30.66666667,55.26666667,70.0,69.46666667,100.0,2.0,80.0,60.0,0,False,False,False,False,False
2025-01-28 17:00:00,0.0,1.0,1.0,68.2,52.0,0.0,1.0,1.0,64.06666667,1.0,1.0,0.0,30.0,55.73333333,70.0,69.7,100.0,2.0,80.0,60.0,0,False,False,False,False,False
2025-01-28 17:15:00,0.0,1.0,1.0,68.2,52.0,0.0,1.0,1.0,64.2,1.0,1.0,0.0,30.0,56.93333333,70.0,69.7,100.0,2.0,80.0,60.0,0,False,False,False,False,False
2025-01-28 17:30:00,0.0,1.0,1.0,68.2,52.0,0.0,1.0,1.0,64.2,1.0,1.0,0.0,29.0,57.76666667,70.0,69.7,100.0,2.0,80.0,60.0,0,False,False,False,False,False
2025-01-28 17:45:00,0.0,1.0,1.0,68.2,52.0,0.0,1.0,1.0,64.36666667,1.0,1.0,0.0,29.0,58.5,70.0,69.83333333,100.0,2.0,80.0,60.0,0,False,False,False,False,False
2025-01-28 18:00:00,0.0,1.0,1.0,68.2,52.0,0.0,1.0,1.0,64.53333333,1.0,1.0,0.0,28.0,58.33333333,70.0,70.03333333,100.0,2.0,80.0,60.0,0,False,False,False,False,False
2025-01-28 18:15:00,0.0,1.0,1.0,68.2,52.0,0.0,1.0,1.0,64.66666667,1.0,1.0,0.0,28.0,59.16666667,70.0,70.16666667,100.0,2.0,80.0,60.0,0,False,False,False,False,False
2025-01-28 18:30:00,0.0,1.0,1.0,68.2,52.0,0.0,1.0,1.0,64.93333333,1.0,1.0,0.0,28.0,60.0,70.0,70.56666667,100.0,2.0,80.0,60.0,0,False,False,False,False,False
